aa	1.0
aá	0.0
áa	0.983606557377
ae	0.692307692308
áe	0.5
ai	0.986577181208
aí	0.0
aí̵	0.0
ái	0.944134078212
aɨ	0.996131528046
áɨ	0.975438596491
ao	0.0
aó	0.0
áo	0.0
au	0.1
aú	0.0
áu	0.0
ea	0.0
eá	0.0
éa	0.0
ee	1.0
eé	0.0
ée	1.0
ei	0.863636363636
eí	0.0
eí̵	0.0
éi	0.794871794872
eɨ	0.333333333333
éɨ	0.368421052632
eo	0.0
eó	0.0
éo	0.0
eu	0.0
éu	0.0
ia	0.0483870967742
iá	0.0
ía	0.161290322581
í̵a	0.0
ie	0.0322580645161
ié	0.0
íe	0.0294117647059
í̵e	0.0
ii	0.0
ií̵	0.0
íi	0.981818181818
í̵i	0.0
iɨ	0.0
íɨ	0.0
í̵ɨ	0.912280701754
io	0.114285714286
ió	0.0
ío	0.047619047619
í̵o	0.0
iu	1.0
iú	0.0
íu	0.0
í̵u	0.0
ɨa	0.0
ɨá	0.0
ɨe	0.12213740458
ɨé	0.0
ɨi	0.0
ɨí	0.0
ɨɨ	0.0
ɨo	0.0
ɨó	0.0
ɨu	0.0
oa	0.0
oá	0.0
óa	0.0
oe	0.0
oé	0.0
óe	0.0
oi	0.924731182796
oí	0.0
ói	0.54347826087
oɨ	0.987577639752
óɨ	0.769230769231
oo	1.0
óo	1.0
ua	0.260273972603
uá	0.0
úa	0.382978723404
ue	0.779527559055
ué	0.4
úe	0.40625
ui	0.906779661017
uí	0.768595041322
úi	0.747663551402
uo	0.0
úu	1.0
